marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,target
single,General application,1,Communication and design,daytime,Upper secondary education,117.0,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Elementary Occupations,118.4,no,no,no,yes,male,yes,19,no,15.5,2.8,-4.06,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,142.0,Lower secondary education,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,134.3,no,yes,no,yes,male,no,21,no,10.8,1.4,1.74,Dropout
single,General application,>3,Business and management,daytime,Upper secondary education,135.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Student,Clerical Support Workers,128.7,yes,no,no,yes,male,no,22,no,7.6,2.6,0.32,Dropout
single,General application,3,Engineering and applied sciences,daytime,Upper secondary education,115.0,Bachelor or equivalent,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,116.1,yes,no,no,no,male,no,18,no,12.4,0.5,1.79,Dropout
single,Over 23,1,Communication and design,daytime,Upper secondary education,110.0,Upper secondary/Post secondary,Bachelor or equivalent,Service and Sales Workers,Professionals,100.0,yes,no,no,yes,male,no,27,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,123.0,Upper secondary/Post secondary,Bachelor or equivalent,Professionals,Professionals,118.8,no,no,no,yes,male,no,19,no,8.9,1.4,3.51,Enrolled
in union,Other,1,Business and management,evening,Upper secondary education,140.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,130.0,yes,no,no,yes,male,no,30,no,9.4,-0.8,-3.12,Graduate
single,Over 23,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,150.0,Upper secondary/Post secondary,Bachelor or equivalent,Clerical Support Workers,Managers,150.0,no,no,no,yes,male,no,28,no,16.2,0.3,-0.92,Dropout
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,120.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,116.0,no,no,yes,yes,male,yes,34,no,9.4,-0.8,-3.12,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,110.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,99.0,no,no,no,yes,male,no,21,no,10.8,1.4,1.74,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,133.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,132.0,no,no,no,yes,male,yes,20,no,16.2,0.3,-0.92,Graduate
single,Other,1,Business and management,daytime,Upper secondary education,110.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,125.0,no,no,no,no,male,no,31,no,7.6,2.6,0.32,Dropout
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,126.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,116.2,no,no,yes,no,male,no,21,no,7.6,2.6,0.32,Dropout
single,Over 23,2,Business and management,daytime,Upper secondary education,133.1,Unknown,Unknown,Student,Student,100.0,yes,no,no,no,male,no,27,no,7.6,2.6,0.32,Dropout
single,General application,>3,Communication and design,daytime,Upper secondary education,136.0,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,132.9,yes,no,no,yes,male,no,19,no,7.6,2.6,0.32,Graduate
single,General application,>3,Communication and design,daytime,Upper secondary education,129.0,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Craft and Related Trades Workers,132.5,yes,no,no,yes,male,no,21,no,10.8,1.4,1.74,Enrolled
single,Other,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,140.0,yes,no,no,no,male,no,21,no,16.2,0.3,-0.92,Dropout
single,Other,1,Business and management,daytime,Upper secondary education,160.0,Unknown,Unknown,Other,Other,100.1,no,no,no,no,male,no,35,no,7.6,2.6,0.32,Dropout
single,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Other,Craft and Related Trades Workers,128.2,no,no,no,yes,male,no,28,no,7.6,2.6,0.32,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,140.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,133.4,no,no,no,yes,male,no,24,no,10.8,1.4,1.74,Enrolled
single,General application,3,Communication and design,daytime,Upper secondary education,142.0,Unknown,Upper secondary/Post secondary,Service and Sales Workers,Other,136.1,yes,no,no,no,male,no,19,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,138.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,123.0,no,no,yes,no,male,no,20,no,13.9,-0.3,0.79,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,131.0,Bachelor or equivalent,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,130.3,yes,no,no,yes,male,yes,20,no,16.2,0.3,-0.92,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,160.0,Primary/Early education,Primary/Early education,Elementary Occupations,"Skilled Agricultural, Forestry and Fishery Workers",153.7,no,no,no,yes,male,no,19,no,9.4,-0.8,-3.12,Enrolled
single,Over 23,1,Health sciences,daytime,Upper secondary education,110.0,Bachelor or equivalent,Upper secondary/Post secondary,Service and Sales Workers,"Skilled Agricultural, Forestry and Fishery Workers",142.5,no,no,yes,no,male,no,37,no,8.9,1.4,3.51,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,124.0,Primary/Early education,Lower secondary education,Elementary Occupations,Plant and Machine Operators and Assemblers,114.6,yes,no,no,yes,male,no,19,no,7.6,2.6,0.32,Dropout
single,Over 23,1,Health sciences,daytime,Upper secondary education,120.0,Primary/Early education,Primary/Early education,Elementary Occupations,Plant and Machine Operators and Assemblers,108.5,no,no,no,yes,male,no,36,no,13.9,-0.3,0.79,Dropout
single,Over 23,1,Business and management,daytime,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,140.0,no,no,no,yes,male,no,29,no,9.4,-0.8,-3.12,Dropout
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,133.1,Lower secondary education,Primary/Early education,Elementary Occupations,Clerical Support Workers,120.0,no,no,no,yes,male,no,30,no,13.9,-0.3,0.79,Graduate
single,Other,1,Business and management,daytime,Upper secondary education,133.1,Bachelor or equivalent,Upper secondary/Post secondary,Technicians and Associate Professionals,Other,120.0,no,no,yes,yes,male,no,32,no,11.1,0.6,2.02,Dropout
single,General application,1,Social sciences and education,evening,Upper secondary education,123.0,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Elementary Occupations,127.6,yes,no,no,yes,male,no,26,no,10.8,1.4,1.74,Enrolled
in union,Other,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,140.0,Primary/Early education,Primary/Early education,Clerical Support Workers,Craft and Related Trades Workers,140.0,no,no,no,yes,male,no,37,no,16.2,0.3,-0.92,Dropout
single,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,138.7,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,111.3,no,no,no,yes,male,no,27,no,13.9,-0.3,0.79,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,131.0,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Craft and Related Trades Workers,131.0,yes,no,no,yes,male,yes,18,no,13.9,-0.3,0.79,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,149.0,Lower secondary education,Primary/Early education,Elementary Occupations,Elementary Occupations,139.5,no,no,no,yes,male,yes,18,no,9.4,-0.8,-3.12,Graduate
in union,Over 23,2,Engineering and applied sciences,daytime,Upper secondary education,133.1,Lower secondary education,Upper secondary/Post secondary,Clerical Support Workers,Managers,110.0,no,no,no,no,male,no,32,no,15.5,2.8,-4.06,Dropout
single,Other,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,130.0,Bachelor or equivalent,Upper secondary/Post secondary,Technicians and Associate Professionals,Clerical Support Workers,130.0,no,no,no,yes,male,no,20,no,12.4,0.5,1.79,Enrolled
single,Other,1,Engineering and applied sciences,daytime,Upper secondary education,120.0,Bachelor or equivalent,Bachelor or equivalent,Managers,Professionals,115.0,no,no,no,yes,male,no,22,no,16.2,0.3,-0.92,Dropout
previously in union,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,154.3,no,no,no,yes,female,no,32,no,12.4,0.5,1.79,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,143.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,135.0,yes,no,no,yes,female,no,21,no,7.6,2.6,0.32,Enrolled
single,General application,>3,Business and management,daytime,Upper secondary education,126.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,115.2,no,no,no,no,female,no,19,no,10.8,1.4,1.74,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,125.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,130.6,yes,no,no,yes,female,yes,18,no,8.9,1.4,3.51,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,123.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,117.4,yes,no,no,yes,female,yes,18,no,8.9,1.4,3.51,Graduate
single,Other,1,Business and management,daytime,Tertiary education experience,150.0,Bachelor or equivalent,Primary/Early education,Professionals,Service and Sales Workers,150.0,yes,no,yes,no,female,no,38,no,15.5,2.8,-4.06,Dropout
single,General application,3,Social sciences and education,daytime,Upper secondary education,132.0,Unknown,Unknown,Student,Student,131.3,yes,no,no,yes,female,no,21,no,7.6,2.6,0.32,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,133.0,Unknown,Primary/Early education,Service and Sales Workers,Service and Sales Workers,120.4,no,no,no,no,female,no,21,no,9.4,-0.8,-3.12,Dropout
single,General application,1,Business and management,evening,Upper secondary education,122.0,Primary/Early education,Primary/Early education,Elementary Occupations,Technicians and Associate Professionals,113.6,no,no,no,yes,male,no,26,no,7.6,2.6,0.32,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,137.0,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Technicians and Associate Professionals,125.0,yes,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,145.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,132.3,yes,no,no,yes,female,yes,19,no,10.8,1.4,1.74,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Other,142.7,no,no,yes,yes,female,no,18,no,7.6,2.6,0.32,Dropout
single,Other,1,Business and management,daytime,Tertiary education experience,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,130.0,no,no,no,yes,female,no,25,no,12.7,3.7,-1.7,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,136.0,Primary/Early education,Upper secondary/Post secondary,Service and Sales Workers,Clerical Support Workers,120.8,yes,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,131.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,130.3,yes,no,no,yes,female,yes,18,no,13.9,-0.3,0.79,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,130.0,Primary/Early education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,119.9,no,no,no,yes,female,yes,19,no,13.9,-0.3,0.79,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,108.0,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,110.5,yes,no,no,yes,female,yes,22,no,12.4,0.5,1.79,Graduate
single,Other,1,Engineering and applied sciences,daytime,Post-secondary non-tertiary education,160.0,Lower secondary education,Lower secondary education,"Skilled Agricultural, Forestry and Fishery Workers","Skilled Agricultural, Forestry and Fishery Workers",160.0,yes,no,no,yes,female,no,21,no,15.5,2.8,-4.06,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,113.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,118.6,yes,no,no,yes,female,yes,21,no,8.9,1.4,3.51,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,113.0,Lower secondary education,Lower secondary education,Technicians and Associate Professionals,Craft and Related Trades Workers,112.3,no,no,no,yes,female,yes,20,no,11.1,0.6,2.02,Graduate
in union,General application,1,Business and management,daytime,Upper secondary education,137.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,124.4,no,no,no,yes,female,no,19,no,10.8,1.4,1.74,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,148.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Technicians and Associate Professionals,125.0,yes,no,no,yes,female,no,18,no,7.6,2.6,0.32,Graduate
single,Over 23,1,Health sciences,daytime,Upper secondary education,130.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Plant and Machine Operators and Assemblers,105.8,no,no,no,yes,female,no,26,no,13.9,-0.3,0.79,Dropout
single,Other,1,Business and management,daytime,Tertiary education experience,133.1,Unknown,Unknown,Student,Student,121.5,yes,no,no,yes,female,no,31,no,7.6,2.6,0.32,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,138.0,Primary/Early education,Lower secondary education,Elementary Occupations,Plant and Machine Operators and Assemblers,134.2,yes,no,no,yes,female,yes,18,no,11.1,0.6,2.02,Graduate
previously in union,Other,1,Business and management,daytime,Tertiary education experience,130.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,130.0,no,no,no,yes,female,no,35,no,11.1,0.6,2.02,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,127.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,122.8,yes,no,no,yes,female,no,19,no,12.7,3.7,-1.7,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,115.0,Upper secondary/Post secondary,Lower secondary education,Craft and Related Trades Workers,Craft and Related Trades Workers,108.7,no,no,no,yes,female,yes,19,no,15.5,2.8,-4.06,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,147.0,Bachelor or equivalent,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,136.7,no,no,no,yes,female,no,18,no,11.1,0.6,2.02,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,132.0,Lower secondary education,Lower secondary education,Clerical Support Workers,Elementary Occupations,119.1,no,no,no,yes,female,no,20,no,12.4,0.5,1.79,Graduate
single,General application,>3,Communication and design,daytime,Upper secondary education,146.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,151.3,yes,no,no,yes,female,yes,19,no,8.9,1.4,3.51,Graduate
single,Other,1,Social sciences and education,daytime,Upper secondary education,109.0,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Service and Sales Workers,108.3,no,no,no,yes,female,yes,21,no,10.8,1.4,1.74,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,133.0,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,127.4,no,no,yes,yes,female,yes,18,no,16.2,0.3,-0.92,Graduate
single,Other,1,Health sciences,daytime,Upper secondary education,124.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Elementary Occupations,124.0,no,no,no,yes,female,no,23,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,133.1,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,155.0,no,no,no,yes,female,yes,21,no,16.2,0.3,-0.92,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,121.0,Primary/Early education,Lower secondary education,Elementary Occupations,Elementary Occupations,114.0,no,no,no,yes,female,yes,19,no,11.1,0.6,2.02,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,129.0,Lower secondary education,Upper secondary/Post secondary,Technicians and Associate Professionals,Craft and Related Trades Workers,118.9,yes,no,no,yes,female,no,19,no,10.8,1.4,1.74,Enrolled
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,160.0,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Elementary Occupations,160.0,yes,no,no,yes,female,no,20,no,8.9,1.4,3.51,Graduate
single,Other,1,Business and management,daytime,Upper secondary education,131.0,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Elementary Occupations,126.1,no,no,no,yes,female,no,18,no,16.2,0.3,-0.92,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,150.0,Primary/Early education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,136.5,yes,no,no,yes,female,yes,18,no,9.4,-0.8,-3.12,Graduate
in union,General application,>3,Health sciences,daytime,Upper secondary education,130.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,122.3,no,no,no,yes,female,no,19,no,7.6,2.6,0.32,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,133.1,Lower secondary education,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,128.0,no,no,no,yes,female,yes,21,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,154.0,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,156.5,yes,yes,no,yes,female,yes,18,no,12.7,3.7,-1.7,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,126.0,Primary/Early education,Upper secondary/Post secondary,Craft and Related Trades Workers,Craft and Related Trades Workers,125.7,no,no,no,yes,female,no,20,no,15.5,2.8,-4.06,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,150.0,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Service and Sales Workers,143.0,no,no,no,yes,female,no,18,no,12.7,3.7,-1.7,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,141.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,131.9,yes,no,no,yes,female,yes,18,no,15.5,2.8,-4.06,Graduate
in union,Other,1,Business and management,evening,Upper secondary education,134.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,113.7,no,no,no,yes,female,no,32,no,9.4,-0.8,-3.12,Enrolled
single,General application,2,Communication and design,daytime,Upper secondary education,146.0,Bachelor or equivalent,Bachelor or equivalent,Technicians and Associate Professionals,Technicians and Associate Professionals,155.1,yes,no,no,yes,female,no,18,no,13.9,-0.3,0.79,Graduate
single,General application,3,Social sciences and education,daytime,Upper secondary education,134.0,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,121.1,yes,no,no,yes,female,no,19,no,10.8,1.4,1.74,Enrolled
single,General application,3,Health sciences,daytime,Upper secondary education,139.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Technicians and Associate Professionals,130.3,yes,no,no,yes,female,yes,18,no,9.4,-0.8,-3.12,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,136.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,123.3,no,no,no,no,female,no,18,no,9.4,-0.8,-3.12,Dropout
single,General application,>3,Communication and design,daytime,Upper secondary education,110.0,Upper secondary/Post secondary,Lower secondary education,Technicians and Associate Professionals,Service and Sales Workers,117.4,yes,no,no,yes,female,no,20,no,11.1,0.6,2.02,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,135.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,140.3,yes,no,no,yes,female,no,19,no,12.4,0.5,1.79,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,129.0,Lower secondary education,Primary/Early education,Elementary Occupations,Service and Sales Workers,120.0,yes,no,no,yes,female,no,19,no,10.8,1.4,1.74,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,139.0,Lower secondary education,Lower secondary education,Craft and Related Trades Workers,Service and Sales Workers,133.4,no,no,no,yes,female,no,18,no,9.4,-0.8,-3.12,Enrolled
single,General application,>3,Health sciences,daytime,Upper secondary education,137.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,126.7,yes,no,no,yes,female,no,18,no,15.5,2.8,-4.06,Dropout
single,General application,3,Health sciences,daytime,Upper secondary education,138.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Plant and Machine Operators and Assemblers,129.3,yes,no,no,yes,female,yes,18,no,12.4,0.5,1.79,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,136.0,Bachelor or equivalent,Lower secondary education,Professionals,Elementary Occupations,125.7,yes,no,no,yes,female,no,20,no,11.1,0.6,2.02,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,143.0,Bachelor or equivalent,Bachelor or equivalent,Professionals,Service and Sales Workers,144.8,no,no,no,yes,female,no,19,no,16.2,0.3,-0.92,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,133.1,Lower secondary education,Upper secondary/Post secondary,Technicians and Associate Professionals,Technicians and Associate Professionals,98.6,no,no,no,yes,female,no,21,no,12.7,3.7,-1.7,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,136.0,Lower secondary education,Primary/Early education,Elementary Occupations,Elementary Occupations,126.9,yes,no,no,yes,female,yes,19,no,11.1,0.6,2.02,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,139.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Elementary Occupations,146.7,yes,no,no,yes,female,yes,20,no,15.5,2.8,-4.06,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,125.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Clerical Support Workers,117.0,no,no,no,yes,female,yes,21,no,9.4,-0.8,-3.12,Graduate
single,Other,1,Health sciences,daytime,Post-secondary non-tertiary education,130.0,Primary/Early education,Lower secondary education,Elementary Occupations,"Skilled Agricultural, Forestry and Fishery Workers",130.0,yes,no,no,yes,female,no,23,no,11.1,0.6,2.02,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,137.0,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Plant and Machine Operators and Assemblers,125.8,no,no,no,no,female,yes,18,no,12.7,3.7,-1.7,Dropout
in union,Over 23,1,Business and management,evening,Tertiary education experience,130.0,Bachelor or equivalent,Upper secondary/Post secondary,Managers,Other,160.0,no,no,no,yes,female,no,30,no,12.7,3.7,-1.7,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,130.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Managers,134.2,yes,no,no,yes,female,no,20,no,9.4,-0.8,-3.12,Dropout
in union,Other,2,Business and management,daytime,Upper secondary education,160.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,96.0,no,no,no,no,female,no,29,no,10.8,1.4,1.74,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,100.0,Lower secondary education,Lower secondary education,Service and Sales Workers,Service and Sales Workers,101.8,yes,no,no,yes,female,no,24,no,10.8,1.4,1.74,Enrolled
single,General application,1,Social sciences and education,daytime,Upper secondary education,136.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,125.2,yes,no,no,yes,female,no,20,no,7.6,2.6,0.32,Graduate
single,Other,1,Social sciences and education,evening,Upper secondary education,117.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,100.0,no,no,no,yes,female,no,27,no,13.9,-0.3,0.79,Dropout
in union,Other,1,Business and management,daytime,Tertiary education experience,140.0,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,140.0,no,no,no,yes,female,no,23,no,7.6,2.6,0.32,Dropout
single,Other,1,Communication and design,daytime,Upper secondary education,132.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,120.0,no,no,no,yes,female,yes,23,no,11.1,0.6,2.02,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,147.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,134.3,yes,no,no,yes,female,no,18,no,12.7,3.7,-1.7,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,158.0,Lower secondary education,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,144.7,yes,no,no,yes,female,yes,19,no,12.7,3.7,-1.7,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,142.0,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Elementary Occupations,131.9,yes,no,no,yes,female,no,19,no,13.9,-0.3,0.79,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,143.0,Upper secondary/Post secondary,Lower secondary education,Plant and Machine Operators and Assemblers,Plant and Machine Operators and Assemblers,136.7,yes,no,no,yes,female,yes,18,no,11.1,0.6,2.02,Dropout
single,General application,2,Communication and design,daytime,Upper secondary education,135.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,129.8,yes,no,no,yes,female,no,19,no,9.4,-0.8,-3.12,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,160.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,146.5,no,no,no,yes,female,yes,18,no,13.9,-0.3,0.79,Graduate
single,Other,1,Business and management,evening,Upper secondary education,120.0,Primary/Early education,Primary/Early education,Elementary Occupations,Plant and Machine Operators and Assemblers,122.5,yes,no,no,yes,female,no,29,no,9.4,-0.8,-3.12,Enrolled
single,Over 23,2,Health sciences,daytime,Upper secondary education,133.1,Primary/Early education,Primary/Early education,Technicians and Associate Professionals,Craft and Related Trades Workers,117.8,no,no,no,yes,female,no,24,no,13.9,-0.3,0.79,Graduate
single,General application,2,Health sciences,daytime,Upper secondary education,133.1,Primary/Early education,Lower secondary education,Elementary Occupations,Plant and Machine Operators and Assemblers,106.0,yes,no,no,yes,female,no,19,no,8.9,1.4,3.51,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,133.0,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Elementary Occupations,119.0,no,no,no,yes,female,no,19,no,12.7,3.7,-1.7,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,120.0,Lower secondary education,Upper secondary/Post secondary,Clerical Support Workers,Plant and Machine Operators and Assemblers,115.1,no,no,no,yes,female,no,19,no,10.8,1.4,1.74,Enrolled
single,General application,>3,Business and management,daytime,Upper secondary education,106.0,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,116.9,yes,no,no,yes,female,no,20,no,11.1,0.6,2.02,Graduate
single,General application,2,Communication and design,daytime,Upper secondary education,148.0,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,141.7,no,no,no,yes,female,no,18,no,10.8,1.4,1.74,Graduate
