marital_status,application_mode,application_order,course_department,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,110.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Elementary Occupations,105.5,yes,no,yes,no,female,no,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,124.0,Portuguese,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Technicians and Associate Professionals,116.3,yes,no,no,yes,female,no,20,0,6,8,5,12.2,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduate
in union,Previous degree,1,Business and management,daytime,Tertiary education experience,110.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,110.0,no,no,no,yes,female,no,33,5,8,10,6,12.833333333333334,0,2,5,8,4,12.0,0,11.1,0.6,2.02,Enrolled
single,Transfer and change,1,Business and management,evening,Upper secondary education,130.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,119.5,yes,no,no,yes,female,no,22,9,15,17,15,11.2,0,9,14,15,14,12.428571428571429,0,7.6,2.6,0.32,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,139.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,125.0,yes,no,no,yes,female,no,18,0,5,8,3,12.333333333333334,0,0,5,7,4,12.0,0,7.6,2.6,0.32,Graduate
in union,Over 23,1,Health sciences,daytime,Tertiary education experience,140.0,Portuguese,Primary/Early education,Lower secondary education,Elementary Occupations,Elementary Occupations,160.0,no,no,no,yes,female,no,27,0,8,8,7,15.94285714285714,0,0,8,8,7,15.94285714285714,0,12.7,3.7,-1.7,Graduate
single,Over 23,1,Business and management,evening,Upper secondary education,150.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,150.0,no,no,no,yes,female,no,27,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,123.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,115.0,yes,no,no,yes,female,no,19,0,6,10,4,10.25,0,0,6,8,6,10.714285714285714,0,11.1,0.6,2.02,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,128.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Craft and Related Trades Workers,128.4,yes,no,no,yes,female,yes,20,0,6,10,5,13.2,0,0,6,12,5,12.833333333333334,0,9.4,-0.8,-3.12,Enrolled
single,General application,1,Social sciences and education,evening,Upper secondary education,100.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,"Skilled Agricultural, Forestry and Fishery Workers",Other,112.8,no,no,no,yes,female,yes,23,0,6,6,6,14.166666666666666,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate
single,Transfer and change,1,Health sciences,daytime,Upper secondary education,148.0,Portuguese,Lower secondary education,Lower secondary education,Other,Technicians and Associate Professionals,131.0,yes,no,no,yes,female,yes,22,18,23,23,20,14.575,3,18,23,23,20,14.575,3,7.6,2.6,0.32,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,130.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Craft and Related Trades Workers,Craft and Related Trades Workers,121.6,yes,no,no,yes,female,yes,18,0,6,9,1,10.0,1,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
single,General application,>3,Social sciences and education,daytime,Upper secondary education,118.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Elementary Occupations,110.0,no,no,no,yes,female,yes,18,0,6,7,6,12.285714285714286,0,0,6,8,6,11.428571428571429,0,12.4,0.5,1.79,Graduate
single,Over 23,1,Social sciences and education,evening,Upper secondary education,120.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,148.5,no,no,no,yes,female,yes,31,0,6,6,6,14.0,0,0,6,6,6,12.333333333333334,0,10.8,1.4,1.74,Graduate
single,General application,>3,Communication and design,daytime,Upper secondary education,119.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,118.3,no,no,no,yes,female,no,19,0,6,8,4,11.25,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,General application,1,Social sciences and education,daytime,Upper secondary education,138.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,135.9,yes,no,no,yes,female,no,19,0,6,11,5,11.6,0,0,6,11,6,11.666666666666666,0,7.6,2.6,0.32,Enrolled
single,General application,1,Social sciences and education,evening,Upper secondary education,127.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Craft and Related Trades Workers,115.8,no,no,no,yes,female,no,24,0,6,12,1,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,134.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Technicians and Associate Professionals,Other,121.2,no,no,no,yes,female,no,19,0,7,10,7,13.47,0,0,8,8,8,13.32625,0,15.5,2.8,-4.06,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,133.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,136.2,yes,no,no,yes,female,no,19,0,5,6,5,12.4,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
single,Over 23,1,Business and management,daytime,Upper secondary education,133.1,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,100.2,yes,no,no,no,female,no,26,0,6,9,3,11.75,0,0,6,11,4,11.5,3,16.2,0.3,-0.92,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,180.0,Other nationalities,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,152.7,yes,no,yes,no,male,no,27,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,General application,>3,Social sciences and education,daytime,Upper secondary education,129.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Craft and Related Trades Workers,123.1,yes,no,no,yes,female,no,19,0,6,7,6,12.0,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,Graduate
in union,Over 23,1,Health sciences,daytime,Upper secondary education,120.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Managers,Clerical Support Workers,130.0,no,no,no,yes,female,no,29,0,5,8,5,15.333333333333334,2,0,5,6,5,15.4,0,9.4,-0.8,-3.12,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,141.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Service and Sales Workers,125.0,yes,no,no,yes,female,yes,18,0,8,8,8,12.32,0,0,8,8,8,12.32,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,118.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Other,113.1,yes,no,no,yes,female,no,19,0,7,7,7,13.79857142857143,0,0,8,8,8,14.75625,0,11.1,0.6,2.02,Graduate
single,General application,>3,Communication and design,daytime,Upper secondary education,127.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,121.1,yes,no,no,yes,female,no,18,0,6,6,6,13.166666666666666,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,177.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Technicians and Associate Professionals,Elementary Occupations,162.3,no,no,no,yes,female,yes,18,0,5,6,5,16.333333333333332,0,0,5,5,5,15.4,0,15.5,2.8,-4.06,Graduate
single,Transfer and change,1,Communication and design,daytime,Upper secondary education,132.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Managers,Clerical Support Workers,132.0,yes,no,no,yes,female,no,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,General application,>3,Health sciences,daytime,Upper secondary education,133.0,Portuguese,Master/Doctoral,Master/Doctoral,Clerical Support Workers,Clerical Support Workers,130.7,yes,no,no,yes,female,no,19,0,7,7,7,14.757142857142856,0,0,8,9,8,15.366666666666667,0,12.4,0.5,1.79,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,124.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,122.3,yes,no,no,yes,female,no,19,0,6,7,6,11.666666666666666,0,0,6,6,6,12.333333333333334,0,13.9,-0.3,0.79,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,143.0,Portuguese,Bachelor or equivalent,Lower secondary education,Professionals,Elementary Occupations,144.1,yes,no,no,yes,female,no,19,0,6,7,5,12.6,0,0,6,10,5,12.375,0,10.8,1.4,1.74,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,128.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,118.2,no,no,no,yes,female,no,19,0,6,6,6,11.666666666666666,0,0,6,6,6,11.5,0,12.7,3.7,-1.7,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,138.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Plant and Machine Operators and Assemblers,133.5,no,no,no,yes,female,yes,19,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,144.0,Portuguese,Primary/Early education,Primary/Early education,Craft and Related Trades Workers,Elementary Occupations,126.8,yes,no,yes,no,female,no,18,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,General application,>3,Communication and design,daytime,Upper secondary education,122.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Craft and Related Trades Workers,121.0,yes,no,no,yes,female,no,20,0,6,7,6,13.571428571428571,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,111.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Other,117.7,no,no,no,yes,female,no,20,0,6,8,5,10.8,0,0,6,9,4,11.5,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Lower secondary education,Primary/Early education,Managers,Managers,115.0,yes,no,no,yes,female,no,21,0,5,8,3,11.333333333333334,1,0,5,8,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled
in union,General application,1,Business and management,evening,Tertiary education experience,120.0,Portuguese,Primary/Early education,Primary/Early education,"Skilled Agricultural, Forestry and Fishery Workers",Technicians and Associate Professionals,129.2,no,no,no,yes,female,no,31,4,10,16,5,11.4,0,4,10,10,6,12.833333333333334,0,9.4,-0.8,-3.12,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,135.0,Portuguese,Primary/Early education,Lower secondary education,Craft and Related Trades Workers,Elementary Occupations,125.8,no,no,no,yes,female,yes,20,0,7,14,7,10.642857142857142,0,0,8,8,8,11.55,0,12.7,3.7,-1.7,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,125.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Craft and Related Trades Workers,Craft and Related Trades Workers,118.4,yes,no,no,yes,female,yes,19,0,5,8,3,10.5,0,0,5,6,4,11.75,1,7.6,2.6,0.32,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,147.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Elementary Occupations,142.0,yes,no,no,yes,female,no,18,0,7,7,6,14.65,0,0,7,7,6,14.65,0,7.6,2.6,0.32,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,137.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Craft and Related Trades Workers,Craft and Related Trades Workers,126.7,yes,no,no,yes,female,yes,19,0,7,7,7,13.714285714285714,0,0,8,11,8,14.863636363636363,0,16.2,0.3,-0.92,Graduate
single,Transfer and change,1,Social sciences and education,daytime,Upper secondary education,117.0,Portuguese,Unknown,Unknown,Student,Student,109.3,no,no,no,yes,female,no,30,9,16,19,15,12.266666666666667,0,11,13,14,13,12.071428571428571,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,126.0,Portuguese,Primary/Early education,Upper secondary/Post secondary,Elementary Occupations,Plant and Machine Operators and Assemblers,116.9,yes,no,no,yes,female,no,21,0,6,11,6,10.375,0,0,6,12,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled
single,General application,1,Business and management,daytime,Upper secondary education,128.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,121.7,yes,no,no,yes,female,no,19,0,5,8,5,11.0,0,0,5,6,5,15.4,0,12.4,0.5,1.79,Graduate
single,General application,>3,Business and management,daytime,Upper secondary education,115.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Elementary Occupations,117.1,yes,no,yes,yes,female,no,22,0,5,5,5,13.8,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,121.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Elementary Occupations,114.4,no,no,no,yes,female,yes,18,0,6,6,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,11.1,0.6,2.02,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,134.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Technicians and Associate Professionals,Clerical Support Workers,133.0,yes,no,no,yes,female,no,18,0,6,8,6,11.75,0,0,6,10,5,12.0,0,12.7,3.7,-1.7,Graduate
single,General application,3,Health sciences,daytime,Upper secondary education,126.0,Portuguese,Lower secondary education,Lower secondary education,Elementary Occupations,Plant and Machine Operators and Assemblers,118.8,yes,no,no,yes,female,yes,19,0,8,8,7,12.785714285714286,0,0,8,8,7,12.785714285714286,0,12.7,3.7,-1.7,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,151.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Clerical Support Workers,151.0,yes,no,no,yes,female,no,18,0,6,11,6,14.444444444444445,0,0,6,6,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,122.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,119.6,yes,no,no,yes,female,no,21,0,7,8,6,13.25,0,0,8,8,8,13.8375,0,13.9,-0.3,0.79,Enrolled
single,General application,1,Health sciences,daytime,Upper secondary education,141.0,Portuguese,Bachelor or equivalent,Lower secondary education,Professionals,Other,135.4,yes,no,no,yes,female,no,18,0,7,9,7,12.50625,0,0,8,15,5,13.2,0,13.9,-0.3,0.79,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,138.0,Portuguese,Upper secondary/Post secondary,Bachelor or equivalent,Clerical Support Workers,Technicians and Associate Professionals,149.9,yes,no,no,yes,female,no,20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,133.0,Portuguese,Lower secondary education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,120.1,yes,no,no,yes,female,no,18,0,5,8,4,12.75,1,0,5,10,4,11.75,0,12.7,3.7,-1.7,Graduate
single,Over 23,1,Health sciences,daytime,Tertiary education experience,150.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Clerical Support Workers,Craft and Related Trades Workers,173.3,yes,no,no,yes,female,no,25,1,6,7,6,16.857142857142858,0,1,6,6,6,16.5,0,13.9,-0.3,0.79,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,136.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Technicians and Associate Professionals,126.2,no,no,no,yes,female,no,19,0,6,6,6,13.166666666666666,0,0,6,6,6,15.0,0,16.2,0.3,-0.92,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,129.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Professionals,Craft and Related Trades Workers,126.9,yes,no,no,yes,female,yes,19,0,6,9,5,12.2,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Enrolled
single,Over 23,1,Health sciences,daytime,Upper secondary education,128.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Other,157.4,yes,no,no,yes,female,no,26,0,6,7,6,16.5,0,0,6,8,6,14.285714285714286,0,8.9,1.4,3.51,Graduate
single,General application,2,Business and management,daytime,Upper secondary education,131.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Service and Sales Workers,120.2,yes,no,no,yes,female,no,21,0,5,10,4,11.75,0,0,5,6,5,11.6,0,12.4,0.5,1.79,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,130.0,Portuguese,Lower secondary education,Lower secondary education,Professionals,Elementary Occupations,124.8,no,no,no,yes,female,no,19,0,5,14,1,11.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,General application,1,Health sciences,daytime,Upper secondary education,150.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,130.3,no,no,no,yes,female,yes,19,0,8,8,7,15.114285714285714,0,0,8,8,7,15.114285714285714,0,12.7,3.7,-1.7,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,165.0,Portuguese,Primary/Early education,Lower secondary education,Elementary Occupations,Plant and Machine Operators and Assemblers,152.4,yes,no,no,yes,female,yes,18,0,6,8,6,15.5,0,0,6,7,6,14.285714285714286,0,16.2,0.3,-0.92,Graduate
in union,Transfer and change,1,Business and management,evening,Upper secondary education,133.1,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Craft and Related Trades Workers,113.5,no,no,no,yes,female,yes,32,3,10,12,7,11.142857142857142,0,4,10,10,8,12.0,0,10.8,1.4,1.74,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,126.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,125.7,no,no,no,yes,female,yes,18,0,6,6,6,11.333333333333334,0,0,6,8,6,11.333333333333334,0,15.5,2.8,-4.06,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,101.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Clerical Support Workers,102.4,no,no,no,yes,female,no,20,0,7,9,5,12.04,0,0,7,9,6,11.77142857142857,0,12.4,0.5,1.79,Enrolled
single,General application,3,Business and management,daytime,Upper secondary education,125.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Craft and Related Trades Workers,Craft and Related Trades Workers,125.7,no,no,no,yes,female,no,20,0,5,7,5,11.166666666666666,0,0,5,9,4,10.75,0,15.5,2.8,-4.06,Enrolled
previously in union,Over 23,1,Business and management,daytime,Upper secondary education,100.0,Portuguese,Primary/Early education,Primary/Early education,Clerical Support Workers,Other,120.0,no,no,yes,yes,female,yes,39,0,5,6,5,10.6,0,0,5,7,4,10.75,0,9.4,-0.8,-3.12,Graduate
single,General application,1,Engineering and applied sciences,daytime,Upper secondary education,117.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,109.3,yes,no,no,yes,female,no,20,0,5,10,4,12.5,0,0,5,12,2,13.0,0,12.7,3.7,-1.7,Enrolled
single,General application,1,Communication and design,daytime,Upper secondary education,159.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,162.2,yes,no,yes,no,female,no,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout
single,General application,1,Communication and design,daytime,Upper secondary education,177.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Technicians and Associate Professionals,155.7,no,no,yes,yes,female,yes,18,0,6,6,6,15.666666666666666,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,Graduate
single,General application,1,Communication and design,daytime,Upper secondary education,156.0,Portuguese,Bachelor or equivalent,Bachelor or equivalent,Professionals,Professionals,147.7,yes,no,no,yes,female,no,21,6,12,12,12,15.333333333333334,0,4,11,15,11,15.0,0,8.9,1.4,3.51,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,125.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Technicians and Associate Professionals,Plant and Machine Operators and Assemblers,115.6,yes,no,no,yes,female,no,18,0,7,9,6,12.183333333333332,0,0,7,9,6,11.783333333333331,0,16.2,0.3,-0.92,Enrolled
single,General application,2,Business and management,daytime,Upper secondary education,130.0,Portuguese,Primary/Early education,Primary/Early education,Elementary Occupations,Elementary Occupations,117.8,no,no,no,yes,female,no,18,0,5,8,2,10.0,0,0,5,9,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled
single,Transfer and change,1,Engineering and applied sciences,daytime,Upper secondary education,125.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Clerical Support Workers,Craft and Related Trades Workers,125.0,yes,no,no,yes,female,no,21,9,14,23,9,12.0,2,6,12,21,8,11.25,0,15.5,2.8,-4.06,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,127.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Service and Sales Workers,Service and Sales Workers,129.8,yes,no,no,yes,female,no,22,0,5,8,3,10.333333333333334,0,0,5,11,2,10.0,0,7.6,2.6,0.32,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,121.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Clerical Support Workers,123.1,yes,no,no,yes,male,no,21,0,6,11,6,11.166666666666666,0,0,6,14,3,14.666666666666666,0,7.6,2.6,0.32,Enrolled
single,Transfer and change,1,Communication and design,daytime,Upper secondary education,135.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,122.8,yes,no,no,yes,male,yes,20,0,6,8,3,11.0,0,0,6,8,2,11.333333333333334,0,10.8,1.4,1.74,Enrolled
single,General application,2,Communication and design,daytime,Upper secondary education,125.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,117.3,yes,no,no,yes,male,yes,21,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,138.0,Other nationalities,Upper secondary/Post secondary,Upper secondary/Post secondary,Elementary Occupations,Elementary Occupations,126.5,yes,no,no,yes,female,yes,20,0,6,7,6,12.857142857142858,0,0,6,8,5,11.8,0,8.9,1.4,3.51,Graduate
single,General application,>3,Health sciences,daytime,Upper secondary education,136.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Elementary Occupations,123.0,yes,no,no,yes,female,no,19,0,8,8,7,14.328571428571427,0,0,8,8,7,14.328571428571427,0,10.8,1.4,1.74,Graduate
single,General application,1,Social sciences and education,daytime,Upper secondary education,142.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Craft and Related Trades Workers,127.7,no,no,no,yes,female,yes,20,0,6,7,6,15.0,0,0,6,6,6,16.333333333333332,0,13.9,-0.3,0.79,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,129.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Elementary Occupations,Elementary Occupations,117.5,yes,no,no,yes,female,no,19,0,5,9,5,13.6,1,0,5,5,5,12.4,0,12.7,3.7,-1.7,Graduate
single,General application,1,Health sciences,daytime,Upper secondary education,134.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Professionals,Craft and Related Trades Workers,128.4,yes,no,no,yes,female,yes,18,0,5,12,5,12.857142857142858,2,0,5,8,4,13.25,0,9.4,-0.8,-3.12,Graduate
single,General application,2,Social sciences and education,daytime,Upper secondary education,123.0,Portuguese,Bachelor or equivalent,Upper secondary/Post secondary,Professionals,Technicians and Associate Professionals,124.1,yes,no,no,yes,female,no,18,0,6,7,2,14.5,0,0,6,6,1,10.0,0,15.5,2.8,-4.06,Dropout
single,Over 23,1,Business and management,evening,Upper secondary education,150.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Elementary Occupations,Plant and Machine Operators and Assemblers,140.9,no,yes,no,yes,female,no,24,0,5,7,3,10.666666666666666,0,0,5,7,3,10.5,0,10.8,1.4,1.74,Dropout
single,General application,1,Business and management,daytime,Upper secondary education,129.0,Portuguese,Upper secondary/Post secondary,Upper secondary/Post secondary,Clerical Support Workers,Professionals,126.2,no,no,yes,no,female,yes,21,0,6,7,6,13.428571428571429,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,Dropout
single,General application,3,Health sciences,daytime,Upper secondary education,134.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Plant and Machine Operators and Assemblers,Craft and Related Trades Workers,120.5,yes,no,no,yes,male,yes,18,0,7,12,7,11.716666666666663,0,0,8,13,4,10.868,0,15.5,2.8,-4.06,Graduate
single,General application,1,Business and management,daytime,Upper secondary education,127.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Clerical Support Workers,Plant and Machine Operators and Assemblers,121.1,yes,no,no,yes,male,yes,20,0,5,11,4,12.0,0,0,5,5,5,12.8,0,11.1,0.6,2.02,Graduate
single,General application,2,Social sciences and education,daytime,Upper secondary education,123.0,Portuguese,Upper secondary/Post secondary,Bachelor or equivalent,Elementary Occupations,Professionals,123.7,yes,no,yes,no,female,no,20,0,6,11,5,13.2,0,0,6,8,4,10.75,0,10.8,1.4,1.74,Dropout
single,General application,3,Business and management,daytime,Upper secondary education,127.0,Portuguese,Upper secondary/Post secondary,Lower secondary education,Service and Sales Workers,Craft and Related Trades Workers,116.9,yes,no,yes,yes,female,no,18,0,6,7,5,12.2,0,0,6,10,4,12.25,0,12.4,0.5,1.79,Dropout
single,Over 23,1,Health sciences,daytime,Upper secondary education,133.1,Portuguese,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,"Skilled Agricultural, Forestry and Fishery Workers",100.0,yes,no,no,yes,female,yes,25,0,7,11,5,12.58,0,0,7,9,6,12.157142857142857,0,8.9,1.4,3.51,Graduate
single,General application,>3,Social sciences and education,daytime,Upper secondary education,131.0,Portuguese,Upper secondary/Post secondary,Primary/Early education,Service and Sales Workers,Craft and Related Trades Workers,120.2,yes,no,no,yes,female,yes,19,0,6,9,5,11.333333333333334,0,0,6,6,6,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
in union,Over 23,1,Engineering and applied sciences,daytime,Upper secondary education,120.0,Portuguese,Lower secondary education,Upper secondary/Post secondary,Elementary Occupations,Service and Sales Workers,153.8,no,no,yes,yes,male,no,35,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,Dropout
